Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 5, 'n_head': 7, 'n_kv_head': 7, 'n_embd': 448, 'window_pattern': 'S'}
Parameter counts:
  wte                     : 3,670,016
  value_embeds            : 11,010,048
  lm_head                 : 3,670,016
  transformer_matrices    : 11,039,728
  scalars                 : 10
  total                   : 29,389,818
Estimated FLOPs per token: 1.047735e+08
Scaling AdamW LRs by 1/sqrt(448/768) = 1.309307
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011097 | lrm: 1.00 | dt: 18429ms | tok/sec: 3,556 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.869447 | lrm: 1.00 | dt: 171ms | tok/sec: 383,505 | mfu: 4.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.398348 | lrm: 1.00 | dt: 175ms | tok/sec: 373,553 | mfu: 4.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.948804 | lrm: 1.00 | dt: 174ms | tok/sec: 375,575 | mfu: 4.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.601063 | lrm: 1.00 | dt: 172ms | tok/sec: 380,756 | mfu: 4.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.326423 | lrm: 1.00 | dt: 177ms | tok/sec: 370,008 | mfu: 3.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.099412 | lrm: 1.00 | dt: 187ms | tok/sec: 350,618 | mfu: 3.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.916304 | lrm: 1.00 | dt: 178ms | tok/sec: 367,650 | mfu: 3.9% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.759349 | lrm: 1.00 | dt: 177ms | tok/sec: 370,130 | mfu: 3.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.635871 | lrm: 1.00 | dt: 176ms | tok/sec: 373,335 | mfu: 4.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.529630 | lrm: 1.00 | dt: 177ms | tok/sec: 370,687 | mfu: 3.9% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.441673 | lrm: 1.00 | dt: 179ms | tok/sec: 365,378 | mfu: 3.9% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.361517 | lrm: 1.00 | dt: 179ms | tok/sec: 366,662 | mfu: 3.9% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.296879 | lrm: 1.00 | dt: 177ms | tok/sec: 371,029 | mfu: 3.9% | epoch: 1 | remaining: 299s    
step 00157 (8.7%) | loss: 4.165242 | lrm: 0.91 | dt: 180ms | tok/sec: 363,980 | mfu: 3.9% | epoch: 1 | remaining: 274s    
step 00158 (8.8%) | loss: 4.160064 | lrm: 0.91 | dt: 180ms | tok/sec: 364,909 | mfu: 3.9% | epoch: 1 | remaining: 274s    
step 00159 (8.8%) | loss: 4.158260 | lrm: 0.91 | dt: 178ms | tok/sec: 367,751 | mfu: 3.9% | epoch: 1 | remaining: 273s    
step 00160 (8.9%) | loss: 4.152350 | lrm: 0.91 | dt: 182ms | tok/sec: 359,184 | mfu: 3.8% | epoch: 1 | remaining: 273s    
step 00161 (9.0%) | loss: 4.148570 | lrm: 0.91 | dt: 179ms | tok/sec: 366,394 | mfu: 3.9% | epoch: 1 | remaining: 273s    
step 00162 (9.0%) | loss: 4.151149 | lrm: 0.91 | dt: 181ms | tok/sec: 361,904 | mfu: 3.8% | epoch: 1 | remaining: 273s    
step 00163 (9.1%) | loss: 4.143099 | lrm: 0.91 | dt: 179ms | tok/sec: 367,104 | mfu: 3.9% | epoch: 1 | remaining: 273s    
step 00164 (9.1%) | loss: 4.134111 | lrm: 0.91 | dt: 179ms | tok/sec: 365,491 | mfu: 3.9% | epoch: 1 | remaining: 272s    
step 00165 (9.2%) | loss: 4.128201 | lrm: 0.91 | dt: 183ms | tok/sec: 359,093 | mfu: 3.8% | epoch: 1 | remaining: 272s    
step 00166 (9.3%) | loss: 4.123046 | lrm: 0.91 | dt: 178ms | tok/sec: 368,618 | mfu: 3.9% | epoch: 1 | remaining: 272s    
step 00167 (9.3%) | loss: 4.119181 | lrm: 0.91 | dt: 183ms | tok/sec: 358,453 | mfu: 3.8% | epoch: 1 | remaining: 272s    
step 00168 (9.4%) | loss: 4.115636 | lrm: 0.91 | dt: 177ms | tok/sec: 369,300 | mfu: 3.9% | epoch: 1 | remaining: 272s    
step 00169 (9.4%) | loss: 4.110121 | lrm: 0.91 | dt: 180ms | tok/sec: 364,003 | mfu: 3.9% | epoch: 1 | remaining: 272s    
step 00170 (9.5%) | loss: 4.119896 | lrm: 0.91 | dt: 180ms | tok/sec: 363,309 | mfu: 3.8% | epoch: 1 | remaining: 271s    
step 00171 (9.6%) | loss: 4.114786 | lrm: 0.91 | dt: 179ms | tok/sec: 366,204 | mfu: 3.9% | epoch: 1 | remaining: 271s    
step 00172 (9.6%) | loss: 4.111436 | lrm: 0.91 | dt: 181ms | tok/sec: 362,360 | mfu: 3.8% | epoch: 1 | remaining: 271s    
step 00173 (9.7%) | loss: 4.102354 | lrm: 0.91 | dt: 179ms | tok/sec: 365,760 | mfu: 3.9% | epoch: 1 | remaining: 271s    
step 00174 (9.7%) | loss: 4.101450 | lrm: 0.90 | dt: 180ms | tok/sec: 363,770 | mfu: 3.9% | epoch: 1 | remaining: 271s    
step 00175 (9.8%) | loss: 4.088263 | lrm: 0.90 | dt: 181ms | tok/sec: 363,053 | mfu: 3.8% | epoch: 1 | remaining: 270s    
step 00176 (9.9%) | loss: 4.091753 | lrm: 0.90 | dt: 178ms | tok/sec: 367,452 | mfu: 3.9% | epoch: 1 | remaining: 270s    
step 00177 (9.9%) | loss: 4.085522 | lrm: 0.90 | dt: 182ms | tok/sec: 360,112 | mfu: 3.8% | epoch: 1 | remaining: 270s    
step 00178 (10.0%) | loss: 4.082968 | lrm: 0.90 | dt: 178ms | tok/sec: 367,994 | mfu: 3.9% | epoch: 1 | remaining: 270s    
step 00179 (10.0%) | loss: 4.071153 | lrm: 0.90 | dt: 181ms | tok/sec: 362,083 | mfu: 3.8% | epoch: 1 | remaining: 270s    
step 00180 (10.1%) | loss: 4.065846 | lrm: 0.90 | dt: 179ms | tok/sec: 366,571 | mfu: 3.9% | epoch: 1 | remaining: 270s    
step 00181 (10.1%) | loss: 4.061042 | lrm: 0.90 | dt: 180ms | tok/sec: 364,283 | mfu: 3.9% | epoch: 1 | remaining: 269s    
step 00182 (10.2%) | loss: 4.064262 | lrm: 0.90 | dt: 182ms | tok/sec: 360,763 | mfu: 3.8% | epoch: 1 | remaining: 269s    
step 00183 (10.3%) | loss: 4.064486 | lrm: 0.90 | dt: 179ms | tok/sec: 366,784 | mfu: 3.9% | epoch: 1 | remaining: 269s    
step 00184 (10.3%) | loss: 4.066271 | lrm: 0.90 | dt: 180ms | tok/sec: 363,902 | mfu: 3.9% | epoch: 1 | remaining: 269s    
step 00185 (10.4%) | loss: 4.057460 | lrm: 0.90 | dt: 178ms | tok/sec: 367,585 | mfu: 3.9% | epoch: 1 | remaining: 269s    
step 00186 (10.4%) | loss: 4.055556 | lrm: 0.90 | dt: 182ms | tok/sec: 360,784 | mfu: 3.8% | epoch: 1 | remaining: 268s    
step 00187 (10.5%) | loss: 4.048241 | lrm: 0.90 | dt: 180ms | tok/sec: 364,366 | mfu: 3.9% | epoch: 1 | remaining: 268s    
step 00188 (10.6%) | loss: 4.046896 | lrm: 0.90 | dt: 180ms | tok/sec: 364,900 | mfu: 3.9% | epoch: 1 | remaining: 268s    
step 00189 (10.6%) | loss: 4.043986 | lrm: 0.90 | dt: 181ms | tok/sec: 362,905 | mfu: 3.8% | epoch: 1 | remaining: 268s    
step 00190 (10.7%) | loss: 4.034545 | lrm: 0.90 | dt: 178ms | tok/sec: 367,601 | mfu: 3.9% | epoch: 1 | remaining: 268s    
step 00191 (10.7%) | loss: 4.029105 | lrm: 0.89 | dt: 183ms | tok/sec: 358,283 | mfu: 3.8% | epoch: 1 | remaining: 268s    
step 00192 (10.8%) | loss: 4.023983 | lrm: 0.89 | dt: 179ms | tok/sec: 365,740 | mfu: 3.9% | epoch: 1 | remaining: 267s    
step 00193 (10.9%) | loss: 4.021994 | lrm: 0.89 | dt: 180ms | tok/sec: 363,869 | mfu: 3.9% | epoch: 1 | remaining: 267s    
step 00194 (10.9%) | loss: 4.016206 | lrm: 0.89 | dt: 178ms | tok/sec: 367,458 | mfu: 3.9% | epoch: 1 | remaining: 267s    
step 00195 (11.0%) | loss: 4.008348 | lrm: 0.89 | dt: 181ms | tok/sec: 363,080 | mfu: 3.8% | epoch: 1 | remaining: 267s    
step 00196 (11.0%) | loss: 4.004078 | lrm: 0.89 | dt: 180ms | tok/sec: 364,970 | mfu: 3.9% | epoch: 1 | remaining: 267s    
step 00197 (11.1%) | loss: 3.990526 | lrm: 0.89 | dt: 179ms | tok/sec: 366,105 | mfu: 3.9% | epoch: 1 | remaining: 266s    
step 00198 (11.2%) | loss: 3.986772 | lrm: 0.89 | dt: 181ms | tok/sec: 362,603 | mfu: 3.8% | epoch: 1 | remaining: 266s    
step 00199 (11.2%) | loss: 3.989129 | lrm: 0.89 | dt: 181ms | tok/sec: 362,954 | mfu: 3.8% | epoch: 1 | remaining: 266s    
step 00200 (11.3%) | loss: 3.994147 | lrm: 0.89 | dt: 179ms | tok/sec: 365,231 | mfu: 3.9% | epoch: 1 | remaining: 266s    
step 00201 (11.3%) | loss: 4.000386 | lrm: 0.89 | dt: 179ms | tok/sec: 365,905 | mfu: 3.9% | epoch: 1 | remaining: 266s    
step 00202 (11.4%) | loss: 3.996966 | lrm: 0.89 | dt: 181ms | tok/sec: 362,216 | mfu: 3.8% | epoch: 1 | remaining: 266s    
step 00203 (11.5%) | loss: 4.005961 | lrm: 0.89 | dt: 180ms | tok/sec: 363,776 | mfu: 3.9% | epoch: 1 | remaining: 265s    
step 00204 (11.5%) | loss: 3.999984 | lrm: 0.89 | dt: 180ms | tok/sec: 363,286 | mfu: 3.8% | epoch: 1 | remaining: 265s    
step 00205 (11.6%) | loss: 3.998144 | lrm: 0.89 | dt: 179ms | tok/sec: 365,452 | mfu: 3.9% | epoch: 1 | remaining: 265s    
step 00206 (11.6%) | loss: 3.998236 | lrm: 0.89 | dt: 179ms | tok/sec: 366,248 | mfu: 3.9% | epoch: 1 | remaining: 265s    
step 00207 (11.7%) | loss: 3.984695 | lrm: 0.89 | dt: 180ms | tok/sec: 363,506 | mfu: 3.8% | epoch: 1 | remaining: 265s    
step 00208 (11.8%) | loss: 3.978822 | lrm: 0.88 | dt: 181ms | tok/sec: 361,875 | mfu: 3.8% | epoch: 1 | remaining: 265s    
step 00209 (11.8%) | loss: 3.982701 | lrm: 0.88 | dt: 180ms | tok/sec: 364,754 | mfu: 3.9% | epoch: 1 | remaining: 264s    
step 00210 (11.9%) | loss: 3.982968 | lrm: 0.88 | dt: 179ms | tok/sec: 365,544 | mfu: 3.9% | epoch: 1 | remaining: 264s    
step 00211 (11.9%) | loss: 3.979556 | lrm: 0.88 | dt: 180ms | tok/sec: 363,367 | mfu: 3.8% | epoch: 1 | remaining: 264s    
step 00212 (12.0%) | loss: 3.973161 | lrm: 0.88 | dt: 178ms | tok/sec: 367,302 | mfu: 3.9% | epoch: 1 | remaining: 264s    
step 00213 (12.1%) | loss: 3.975080 | lrm: 0.88 | dt: 182ms | tok/sec: 360,500 | mfu: 3.8% | epoch: 1 | remaining: 264s    
step 00214 (12.1%) | loss: 3.979492 | lrm: 0.88 | dt: 179ms | tok/sec: 366,104 | mfu: 3.9% | epoch: 1 | remaining: 263s    
step 00215 (12.2%) | loss: 3.969422 | lrm: 0.88 | dt: 179ms | tok/sec: 366,971 | mfu: 3.9% | epoch: 1 | remaining: 263s    
step 00216 (12.2%) | loss: 3.958007 | lrm: 0.88 | dt: 181ms | tok/sec: 361,163 | mfu: 3.8% | epoch: 1 | remaining: 263s    
step 00217 (12.3%) | loss: 3.954951 | lrm: 0.88 | dt: 179ms | tok/sec: 365,670 | mfu: 3.9% | epoch: 1 | remaining: 263s    
step 00218 (12.4%) | loss: 3.946780 | lrm: 0.88 | dt: 180ms | tok/sec: 365,065 | mfu: 3.9% | epoch: 1 | remaining: 263s    
step 00219 (12.4%) | loss: 3.943326 | lrm: 0.88 | dt: 181ms | tok/sec: 362,533 | mfu: 3.8% | epoch: 1 | remaining: 263s    
step 00220 (12.5%) | loss: 3.939714 | lrm: 0.88 | dt: 179ms | tok/sec: 366,214 | mfu: 3.9% | epoch: 1 | remaining: 262s    
step 00221 (12.5%) | loss: 3.939404 | lrm: 0.88 | dt: 180ms | tok/sec: 363,648 | mfu: 3.9% | epoch: 1 | remaining: 262s    
step 00222 (12.6%) | loss: 3.945820 | lrm: 0.88 | dt: 180ms | tok/sec: 364,833 | mfu: 3.9% | epoch: 1 | remaining: 262s    
step 00223 (12.7%) | loss: 3.945289 | lrm: 0.88 | dt: 180ms | tok/sec: 364,716 | mfu: 3.9% | epoch: 1 | remaining: 262s    
step 00224 (12.7%) | loss: 3.956003 | lrm: 0.88 | dt: 181ms | tok/sec: 362,163 | mfu: 3.8% | epoch: 1 | remaining: 262s    
step 00225 (12.8%) | loss: 3.948494 | lrm: 0.87 | dt: 180ms | tok/sec: 364,501 | mfu: 3.9% | epoch: 1 | remaining: 261s    
step 00226 (12.8%) | loss: 3.944981 | lrm: 0.87 | dt: 179ms | tok/sec: 365,569 | mfu: 3.9% | epoch: 1 | remaining: 261s    
step 00227 (12.9%) | loss: 3.947767 | lrm: 0.87 | dt: 180ms | tok/sec: 363,745 | mfu: 3.9% | epoch: 1 | remaining: 261s    
step 00228 (13.0%) | loss: 3.940141 | lrm: 0.87 | dt: 179ms | tok/sec: 365,492 | mfu: 3.9% | epoch: 1 | remaining: 261s    
step 00229 (13.0%) | loss: 3.937641 | lrm: 0.87 | dt: 181ms | tok/sec: 361,758 | mfu: 3.8% | epoch: 1 | remaining: 261s    
step 00230 (13.1%) | loss: 3.933403 | lrm: 0.87 | dt: 179ms | tok/sec: 365,161 | mfu: 3.9% | epoch: 1 | remaining: 261s    
step 00231 (13.1%) | loss: 3.936435 | lrm: 0.87 | dt: 179ms | tok/sec: 365,530 | mfu: 3.9% | epoch: 1 | remaining: 260s    
step 00232 (13.2%) | loss: 3.939569 | lrm: 0.87 | dt: 179ms | tok/sec: 365,413 | mfu: 3.9% | epoch: 1 | remaining: 260s    
step 00233 (13.3%) | loss: 3.937948 | lrm: 0.87 | dt: 180ms | tok/sec: 365,007 | mfu: 3.9% | epoch: 1 | remaining: 260s    
step 00234 (13.3%) | loss: 3.937715 | lrm: 0.87 | dt: 181ms | tok/sec: 361,909 | mfu: 3.8% | epoch: 1 | remaining: 260s    
step 00235 (13.4%) | loss: 3.926834 | lrm: 0.87 | dt: 180ms | tok/sec: 364,632 | mfu: 3.9% | epoch: 1 | remaining: 260s    
step 00236 (13.4%) | loss: 3.922257 | lrm: 0.87 | dt: 180ms | tok/sec: 365,031 | mfu: 3.9% | epoch: 1 | remaining: 259s    
step 00237 (13.5%) | loss: 3.923300 | lrm: 0.87 | dt: 179ms | tok/sec: 365,536 | mfu: 3.9% | epoch: 1 | remaining: 259s    
step 00238 (13.6%) | loss: 3.927872 | lrm: 0.87 | dt: 180ms | tok/sec: 363,230 | mfu: 3.8% | epoch: 1 | remaining: 259s    
step 00239 (13.6%) | loss: 3.921787 | lrm: 0.87 | dt: 179ms | tok/sec: 365,540 | mfu: 3.9% | epoch: 1 | remaining: 259s    
step 00240 (13.7%) | loss: 3.926527 | lrm: 0.87 | dt: 181ms | tok/sec: 362,609 | mfu: 3.8% | epoch: 1 | remaining: 259s    
step 00241 (13.7%) | loss: 3.927002 | lrm: 0.87 | dt: 179ms | tok/sec: 366,144 | mfu: 3.9% | epoch: 1 | remaining: 259s    
step 00242 (13.8%) | loss: 3.922250 | lrm: 0.86 | dt: 182ms | tok/sec: 359,964 | mfu: 3.8% | epoch: 1 | remaining: 258s    
step 00243 (13.9%) | loss: 3.915655 | lrm: 0.86 | dt: 179ms | tok/sec: 365,887 | mfu: 3.9% | epoch: 1 | remaining: 258s    
step 00244 (13.9%) | loss: 3.905987 | lrm: 0.86 | dt: 180ms | tok/sec: 364,710 | mfu: 3.9% | epoch: 1 | remaining: 258s    
step 00245 (14.0%) | loss: 3.910659 | lrm: 0.86 | dt: 180ms | tok/sec: 364,892 | mfu: 3.9% | epoch: 1 | remaining: 258s    
step 00246 (14.0%) | loss: 3.908038 | lrm: 0.86 | dt: 179ms | tok/sec: 367,024 | mfu: 3.9% | epoch: 1 | remaining: 258s    
step 00247 (14.1%) | loss: 3.900056 | lrm: 0.86 | dt: 182ms | tok/sec: 359,842 | mfu: 3.8% | epoch: 1 | remaining: 257s    
step 00248 (14.2%) | loss: 3.892695 | lrm: 0.86 | dt: 180ms | tok/sec: 364,995 | mfu: 3.9% | epoch: 1 | remaining: 257s    
step 00249 (14.2%) | loss: 3.894258 | lrm: 0.86 | dt: 180ms | tok/sec: 365,066 | mfu: 3.9% | epoch: 1 | remaining: 257s    
step 00250 (14.3%) | loss: 3.894680 | lrm: 0.86 | dt: 180ms | tok/sec: 364,916 | mfu: 3.9% | epoch: 1 | remaining: 257s    
step 00251 (14.3%) | loss: 3.886280 | lrm: 0.86 | dt: 180ms | tok/sec: 364,196 | mfu: 3.9% | epoch: 1 | remaining: 257s    
step 00252 (14.4%) | loss: 3.878185 | lrm: 0.86 | dt: 180ms | tok/sec: 364,081 | mfu: 3.9% | epoch: 1 | remaining: 257s    
step 00253 (14.5%) | loss: 3.876935 | lrm: 0.86 | dt: 180ms | tok/sec: 364,458 | mfu: 3.9% | epoch: 1 | remaining: 256s    
step 00254 (14.5%) | loss: 3.877140 | lrm: 0.86 | dt: 180ms | tok/sec: 363,790 | mfu: 3.9% | epoch: 1 | remaining: 256s    
step 00255 (14.6%) | loss: 3.880644 | lrm: 0.86 | dt: 180ms | tok/sec: 364,768 | mfu: 3.9% | epoch: 1 | remaining: 256s    
step 00256 (14.6%) | loss: 3.876920 | lrm: 0.86 | dt: 180ms | tok/sec: 364,507 | mfu: 3.9% | epoch: 1 | remaining: 256s    
step 00257 (14.7%) | loss: 3.884477 | lrm: 0.86 | dt: 180ms | tok/sec: 363,944 | mfu: 3.9% | epoch: 1 | remaining: 256s    
step 00258 (14.8%) | loss: 3.883151 | lrm: 0.86 | dt: 180ms | tok/sec: 364,724 | mfu: 3.9% | epoch: 1 | remaining: 256s    
step 00259 (14.8%) | loss: 3.870908 | lrm: 0.85 | dt: 180ms | tok/sec: 364,059 | mfu: 3.9% | epoch: 1 | remaining: 255s    
step 00260 (14.9%) | loss: 3.863423 | lrm: 0.85 | dt: 180ms | tok/sec: 364,013 | mfu: 3.9% | epoch: 1 | remaining: 255s    
step 00261 (14.9%) | loss: 3.864178 | lrm: 0.85 | dt: 180ms | tok/sec: 364,213 | mfu: 3.9% | epoch: 1 | remaining: 255s    
step 00262 (15.0%) | loss: 3.857745 | lrm: 0.85 | dt: 180ms | tok/sec: 364,502 | mfu: 3.9% | epoch: 1 | remaining: 255s    
step 00263 (15.1%) | loss: 3.851845 | lrm: 0.85 | dt: 180ms | tok/sec: 364,487 | mfu: 3.9% | epoch: 1 | remaining: 255s    
step 00264 (15.1%) | loss: 3.850925 | lrm: 0.85 | dt: 180ms | tok/sec: 364,769 | mfu: 3.9% | epoch: 1 | remaining: 254s    
step 00265 (15.2%) | loss: 3.856049 | lrm: 0.85 | dt: 180ms | tok/sec: 363,105 | mfu: 3.8% | epoch: 1 | remaining: 254s    
step 00266 (15.2%) | loss: 3.855134 | lrm: 0.85 | dt: 180ms | tok/sec: 364,309 | mfu: 3.9% | epoch: 1 | remaining: 254s    
step 00267 (15.3%) | loss: 3.857274 | lrm: 0.85 | dt: 180ms | tok/sec: 364,764 | mfu: 3.9% | epoch: 1 | remaining: 254s    
step 00268 (15.4%) | loss: 3.844263 | lrm: 0.85 | dt: 180ms | tok/sec: 363,085 | mfu: 3.8% | epoch: 1 | remaining: 254s    
step 00269 (15.4%) | loss: 3.844660 | lrm: 0.85 | dt: 179ms | tok/sec: 365,429 | mfu: 3.9% | epoch: 1 | remaining: 254s    
step 00270 (15.5%) | loss: 3.851170 | lrm: 0.85 | dt: 180ms | tok/sec: 364,276 | mfu: 3.9% | epoch: 1 | remaining: 253s    
step 00271 (15.5%) | loss: 3.848268 | lrm: 0.85 | dt: 180ms | tok/sec: 364,356 | mfu: 3.9% | epoch: 1 | remaining: 253s    
step 00272 (15.6%) | loss: 3.844852 | lrm: 0.85 | dt: 179ms | tok/sec: 365,912 | mfu: 3.9% | epoch: 1 | remaining: 253s    
step 00273 (15.7%) | loss: 3.841563 | lrm: 0.85 | dt: 181ms | tok/sec: 362,633 | mfu: 3.8% | epoch: 1 | remaining: 253s    
step 00274 (15.7%) | loss: 3.839310 | lrm: 0.85 | dt: 180ms | tok/sec: 364,288 | mfu: 3.9% | epoch: 1 | remaining: 253s    
step 00275 (15.8%) | loss: 3.833265 | lrm: 0.85 | dt: 180ms | tok/sec: 364,962 | mfu: 3.9% | epoch: 1 | remaining: 252s    
step 00276 (15.8%) | loss: 3.825639 | lrm: 0.84 | dt: 180ms | tok/sec: 364,487 | mfu: 3.9% | epoch: 1 | remaining: 252s    
step 00277 (15.9%) | loss: 3.818744 | lrm: 0.84 | dt: 180ms | tok/sec: 363,454 | mfu: 3.8% | epoch: 1 | remaining: 252s    
step 00278 (16.0%) | loss: 3.815154 | lrm: 0.84 | dt: 180ms | tok/sec: 363,953 | mfu: 3.9% | epoch: 1 | remaining: 252s    
step 00279 (16.0%) | loss: 3.814599 | lrm: 0.84 | dt: 180ms | tok/sec: 363,809 | mfu: 3.9% | epoch: 1 | remaining: 252s    
step 00280 (16.1%) | loss: 3.807180 | lrm: 0.84 | dt: 180ms | tok/sec: 364,415 | mfu: 3.9% | epoch: 1 | remaining: 252s    
step 00281 (16.1%) | loss: 3.803944 | lrm: 0.84 | dt: 180ms | tok/sec: 364,625 | mfu: 3.9% | epoch: 1 | remaining: 251s    
step 00282 (16.2%) | loss: 3.803285 | lrm: 0.84 | dt: 181ms | tok/sec: 362,538 | mfu: 3.8% | epoch: 1 | remaining: 251s    
step 00283 (16.3%) | loss: 3.802901 | lrm: 0.84 | dt: 180ms | tok/sec: 363,793 | mfu: 3.9% | epoch: 1 | remaining: 251s    
step 00284 (16.3%) | loss: 3.800814 | lrm: 0.84 | dt: 180ms | tok/sec: 364,561 | mfu: 3.9% | epoch: 1 | remaining: 251s    
step 00285 (16.4%) | loss: 3.803712 | lrm: 0.84 | dt: 180ms | tok/sec: 365,060 | mfu: 3.9% | epoch: 1 | remaining: 251s    
step 00286 (16.4%) | loss: 3.801450 | lrm: 0.84 | dt: 180ms | tok/sec: 364,049 | mfu: 3.9% | epoch: 1 | remaining: 250s    
step 00287 (16.5%) | loss: 3.803329 | lrm: 0.84 | dt: 180ms | tok/sec: 363,983 | mfu: 3.9% | epoch: 1 | remaining: 250s    
step 00288 (16.6%) | loss: 3.804809 | lrm: 0.84 | dt: 180ms | tok/sec: 363,289 | mfu: 3.8% | epoch: 1 | remaining: 250s    
step 00289 (16.6%) | loss: 3.804457 | lrm: 0.84 | dt: 180ms | tok/sec: 363,738 | mfu: 3.9% | epoch: 1 | remaining: 250s    
step 00290 (16.7%) | loss: 3.800124 | lrm: 0.84 | dt: 180ms | tok/sec: 364,246 | mfu: 3.9% | epoch: 1 | remaining: 250s    
step 00291 (16.7%) | loss: 3.807763 | lrm: 0.84 | dt: 180ms | tok/sec: 364,068 | mfu: 3.9% | epoch: 1 | remaining: 250s    
step 00292 (16.8%) | loss: 3.806602 | lrm: 0.84 | dt: 180ms | tok/sec: 364,439 | mfu: 3.9% | epoch: 1 | remaining: 249s    
step 00293 (16.9%) | loss: 3.808979 | lrm: 0.83 | dt: 180ms | tok/sec: 363,862 | mfu: 3.9% | epoch: 1 | remaining: 249s    
step 00294 (16.9%) | loss: 3.802222 | lrm: 0.83 | dt: 180ms | tok/sec: 363,350 | mfu: 3.8% | epoch: 1 | remaining: 249s    
step 00295 (17.0%) | loss: 3.792650 | lrm: 0.83 | dt: 181ms | tok/sec: 361,960 | mfu: 3.8% | epoch: 1 | remaining: 249s    
step 00296 (17.0%) | loss: 3.804271 | lrm: 0.83 | dt: 181ms | tok/sec: 361,964 | mfu: 3.8% | epoch: 1 | remaining: 249s    
step 00297 (17.1%) | loss: 3.798447 | lrm: 0.83 | dt: 182ms | tok/sec: 359,204 | mfu: 3.8% | epoch: 1 | remaining: 248s    
step 00298 (17.2%) | loss: 3.799970 | lrm: 0.83 | dt: 182ms | tok/sec: 359,787 | mfu: 3.8% | epoch: 1 | remaining: 248s    
step 00299 (17.2%) | loss: 3.793434 | lrm: 0.83 | dt: 182ms | tok/sec: 360,395 | mfu: 3.8% | epoch: 1 | remaining: 248s    
step 00300 (17.3%) | loss: 3.780364 | lrm: 0.83 | dt: 185ms | tok/sec: 354,014 | mfu: 3.7% | epoch: 1 | remaining: 248s    
step 00301 (17.4%) | loss: 3.790846 | lrm: 0.83 | dt: 178ms | tok/sec: 367,309 | mfu: 3.9% | epoch: 1 | remaining: 248s    
step 00302 (17.4%) | loss: 3.788792 | lrm: 0.83 | dt: 183ms | tok/sec: 358,891 | mfu: 3.8% | epoch: 1 | remaining: 248s    
step 00303 (17.5%) | loss: 3.788514 | lrm: 0.83 | dt: 180ms | tok/sec: 364,244 | mfu: 3.9% | epoch: 1 | remaining: 247s    
step 00304 (17.5%) | loss: 3.786006 | lrm: 0.83 | dt: 181ms | tok/sec: 362,989 | mfu: 3.8% | epoch: 1 | remaining: 247s    
step 00305 (17.6%) | loss: 3.781335 | lrm: 0.83 | dt: 180ms | tok/sec: 363,255 | mfu: 3.8% | epoch: 1 | remaining: 247s    
step 00306 (17.7%) | loss: 3.774710 | lrm: 0.83 | dt: 179ms | tok/sec: 365,192 | mfu: 3.9% | epoch: 1 | remaining: 247s    
step 00307 (17.7%) | loss: 3.777832 | lrm: 0.83 | dt: 180ms | tok/sec: 364,092 | mfu: 3.9% | epoch: 1 | remaining: 247s    
step 00308 (17.8%) | loss: 3.781902 | lrm: 0.83 | dt: 180ms | tok/sec: 364,319 | mfu: 3.9% | epoch: 1 | remaining: 247s    
step 00309 (17.8%) | loss: 3.773558 | lrm: 0.83 | dt: 180ms | tok/sec: 364,091 | mfu: 3.9% | epoch: 1 | remaining: 246s    
step 00310 (17.9%) | loss: 3.774302 | lrm: 0.82 | dt: 180ms | tok/sec: 363,594 | mfu: 3.8% | epoch: 1 | remaining: 246s    
step 00311 (18.0%) | loss: 3.774709 | lrm: 0.82 | dt: 180ms | tok/sec: 363,301 | mfu: 3.8% | epoch: 1 | remaining: 246s    
step 00312 (18.0%) | loss: 3.770132 | lrm: 0.82 | dt: 180ms | tok/sec: 364,781 | mfu: 3.9% | epoch: 1 | remaining: 246s    
step 00313 (18.1%) | loss: 3.774060 | lrm: 0.82 | dt: 180ms | tok/sec: 363,929 | mfu: 3.9% | epoch: 1 | remaining: 246s    
step 00314 (18.1%) | loss: 3.775889 | lrm: 0.82 | dt: 180ms | tok/sec: 363,738 | mfu: 3.9% | epoch: 1 | remaining: 245s    
step 00315 (18.2%) | loss: 3.781900 | lrm: 0.82 | dt: 180ms | tok/sec: 364,026 | mfu: 3.9% | epoch: 1 | remaining: 245s    
